sample_id_canonical	assembly_accession	country	year	source_database	assembly_level	n_contigs	total_sequence_length	gc_percent	contig_n50
SAMN44583999	GCA_050974705.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	274	3821608	68.0	22297
SAMN44583998	GCA_050974735.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	285	3831325	68.0	22297
SAMN44583997	GCA_050974755.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3829469	68.0	22296
SAMN44583996	GCA_050974785.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3830872	68.0	22297
SAMN44583995	GCA_050974805.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	279	3832933	68.0	22297
SAMN44583994	GCA_050974825.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	279	3830500	68.0	22297
SAMN44583991	GCA_050974845.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	283	3830459	68.0	22297
SAMN44583992	GCA_050974865.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3828960	68.0	22297
SAMN44583993	GCA_050974885.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	281	3832561	68.0	21088
SAMN44583990	GCA_050974905.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	277	3829742	68.0	22297
SAMN44583989	GCA_050974925.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3829945	68.0	22297
SAMN44583988	GCA_050974945.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3830542	68.0	22297
SAMN44583987	GCA_050974965.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3831062	68.0	22296
SAMN44583986	GCA_050974985.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	311	3818850	68.0	19803
SAMN44583985	GCA_050975005.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	313	3819042	68.0	19954
SAMN44583984	GCA_050975025.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	319	3818782	68.0	18996
SAMN44583983	GCA_050975045.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	309	3819484	68.0	19801
SAMN44583982	GCA_050975065.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	313	3819344	68.0	19797
SAMN44583981	GCA_050975085.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	318	3819990	68.0	19803
SAMN44583979	GCA_050975105.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	316	3818763	68.0	19453
SAMN44583980	GCA_050975125.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	310	3818889	68.0	19800
SAMN44583978	GCA_050975145.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	318	3819320	68.0	19742
SAMN44583977	GCA_050975165.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	277	3825001	68.0	22297
SAMN44583976	GCA_050975185.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	325	3817377	68.0	19000
SAMN44583975	GCA_050975205.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	324	3818834	68.0	19025
SAMN44583974	GCA_050975225.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	333	3817498	68.0	19000
SAMN44583973	GCA_050975245.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	337	3818022	68.0	18163
SAMN44583972	GCA_050975265.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	321	3819672	68.0	19020
SAMN44583971	GCA_050975285.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	326	3819029	68.0	19479
SAMN44583970	GCA_050975305.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	330	3818281	68.0	18996
SAMN44583969	GCA_050975325.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	329	3818021	68.0	19479
SAMN44583968	GCA_050975345.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	339	3817968	68.0	18997
SAMN44583967	GCA_050975365.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	360	3816706	68.0	17119
SAMN44583966	GCA_050975385.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	336	3817289	68.0	17478
SAMN44583965	GCA_050975405.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	325	3818579	68.0	19002
SAMN44583964	GCA_050975425.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	332	3819149	68.0	18635
SAMN44583963	GCA_050975445.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	325	3818674	68.0	19479
SAMN44583962	GCA_050975465.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	321	3818736	68.0	19025
SAMN44583961	GCA_050975485.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	343	3817344	68.0	18158
SAMN44583960	GCA_050975505.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	273	3821217	68.0	22297
SAMN44583958	GCA_050975525.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3828804	68.0	22297
SAMN44583959	GCA_050975545.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	368	3816840	68.0	16377
SAMN44583957	GCA_050975565.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	343	3816890	68.0	18399
SAMN44583956	GCA_050975585.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	324	3821168	68.0	19002
SAMN44583955	GCA_050975605.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	323	3817886	68.0	19025
SAMN44583954	GCA_050975625.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	322	3819170	68.0	19508
SAMN44583953	GCA_050975645.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	331	3818681	68.0	18635
SAMN44583952	GCA_050975675.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	334	3818485	68.0	18119
SAMN44583951	GCA_050975695.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	353	3819216	68.0	17544
SAMN44583950	GCA_050975725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	272	3820764	68.0	22297
SAMN44583949	GCA_050975745.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	314	3820807	68.0	19801
SAMN44583948	GCA_050975765.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	316	3819463	68.0	19957
SAMN44583946	GCA_050975785.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	313	3819808	68.0	19962
SAMN44583947	GCA_050975805.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	310	3818578	68.0	19971
SAMN44583945	GCA_050975825.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	318	3818493	68.0	19742
SAMN44583944	GCA_050975845.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	316	3823043	68.0	19742
SAMN44583943	GCA_050975865.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	307	3820256	68.0	20171
SAMN44583942	GCA_050975885.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	320	3821347	68.0	19453
SAMN44583941	GCA_050975905.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	319	3819032	68.0	19477
SAMN44583940	GCA_050975925.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	303	3820364	68.0	20171
SAMN44583937	GCA_050975945.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	340	3825913	68.0	18635
SAMN44583938	GCA_050975965.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	314	3821389	68.0	19787
SAMN44583939	GCA_050975985.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	318	3822128	68.0	19742
SAMN44583936	GCA_050976005.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	320	3819000	68.0	19025
SAMN44583935	GCA_050976025.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	305	3819806	68.0	19794
SAMN44583934	GCA_050976045.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	312	3819728	68.0	19801
SAMN44583933	GCA_050976065.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	328	3821680	68.0	19795
SAMN44583932	GCA_050976085.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	303	3814275	68.0	19801
SAMN44583931	GCA_050976105.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	311	3820411	68.0	19742
SAMN44583930	GCA_050976125.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	401	3815729	68.0	15800
SAMN44583929	GCA_050976145.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	372	3817837	68.0	16374
SAMN44583928	GCA_050976165.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	378	3815962	68.0	15744
SAMN44583927	GCA_050976185.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	413	3818658	68.0	15453
SAMN44583926	GCA_050976205.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	350	3817649	68.0	17971
SAMN44583924	GCA_050976225.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	320	3818894	68.0	19508
SAMN44583925	GCA_050976245.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	323	3818020	68.0	19508
SAMN44583923	GCA_050976265.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	322	3819581	68.0	19025
SAMN44583922	GCA_050976285.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	319	3819147	68.0	19508
SAMN44583920	GCA_050976295.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	380	3815981	68.0	16352
SAMN44583921	GCA_050976325.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	320	3818953	68.0	19000
SAMN44583919	GCA_050976345.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	329	3816969	68.0	18731
SAMN44583917	GCA_050976365.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	338	3818623	68.0	18398
SAMN44583918	GCA_050976385.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	353	3817046	68.0	16385
SAMN44583915	GCA_050976405.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	331	3818425	68.0	18635
SAMN44583916	GCA_050976425.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	326	3818923	68.0	19479
SAMN44583914	GCA_050976445.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	371	3816593	68.0	17041
SAMN44583913	GCA_050976465.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	336	3818452	68.0	18156
SAMN44583911	GCA_050976485.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	354	3817499	68.0	17264
SAMN44583912	GCA_050976505.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	332	3818505	68.0	18332
SAMN44583910	GCA_050976535.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	273	3821712	68.0	22297
SAMN44583909	GCA_050976555.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3821470	68.0	22293
SAMN44583908	GCA_050976575.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3821274	68.0	22296
SAMN44583907	GCA_050976605.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	357	3817700	68.0	17526
SAMN44583906	GCA_050976625.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	399	3814056	68.0	15453
SAMN44583905	GCA_050976645.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	363	3816613	68.0	16352
SAMN44583904	GCA_050976665.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	342	3810136	68.0	18635
SAMN44583903	GCA_050976685.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	342	3813339	68.0	18333
SAMN44583902	GCA_050976705.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	379	3817609	68.0	16370
SAMN44583901	GCA_050976725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	353	3817715	68.0	17342
SAMN44583900	GCA_050976745.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	346	3818256	68.0	17342
SAMN44583899	GCA_050976765.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3821239	68.0	22297
SAMN44583898	GCA_050976785.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	369	3815768	68.0	16352
SAMN44583897	GCA_050976805.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	365	3817606	68.0	17344
SAMN44583896	GCA_050976825.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	353	3819326	68.0	17971
SAMN44583895	GCA_050976845.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	387	3814006	68.0	16084
SAMN44583894	GCA_050976865.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	347	3817495	68.0	17741
SAMN44583893	GCA_050976885.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	336	3819133	68.0	18331
SAMN44583892	GCA_050976905.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	342	3817780	68.0	17971
SAMN44583891	GCA_050976925.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	358	3813804	68.0	17483
SAMN44583890	GCA_050976945.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	344	3817765	68.0	17389
SAMN44583889	GCA_050976965.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	334	3818283	68.0	18696
SAMN44583888	GCA_050976985.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3821952	68.0	21088
SAMN44583887	GCA_050977005.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	277	3820665	68.0	20794
SAMN44583886	GCA_050977025.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3821081	68.0	21088
SAMN44583884	GCA_050977045.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	281	3822192	68.0	20869
SAMN44583885	GCA_050977065.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	285	3821948	68.0	20794
SAMN44583883	GCA_050977085.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3820281	68.0	20794
SAMN44583882	GCA_050977105.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	277	3820904	68.0	21088
SAMN44583881	GCA_050977125.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	280	3821232	68.0	21088
SAMN44583880	GCA_050977145.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3821041	68.0	21088
SAMN44583879	GCA_050977165.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	280	3820634	68.0	20794
SAMN44583878	GCA_050977185.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3820311	68.0	21088
SAMN44583877	GCA_050977205.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3820807	68.0	20794
SAMN44583876	GCA_050977225.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3820862	68.0	21088
SAMN44583875	GCA_050977245.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	277	3821285	68.0	22297
SAMN44583874	GCA_050977265.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	275	3821288	68.0	22297
SAMN44583873	GCA_050977295.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	275	3820553	68.0	21088
SAMN44583872	GCA_050977325.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3821427	68.0	21088
SAMN44583871	GCA_050977345.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3820495	68.0	21088
SAMN44583870	GCA_050977355.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3821582	68.0	22296
SAMN44583869	GCA_050977385.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	287	3820830	68.0	20597
SAMN44583868	GCA_050977405.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	285	3820817	68.0	20597
SAMN44583867	GCA_050977425.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	284	3820496	68.0	20869
SAMN44583866	GCA_050977445.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	284	3820889	68.0	20597
SAMN44583865	GCA_050977465.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	274	3821343	68.0	22297
SAMN44583864	GCA_050977485.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	285	3820963	68.0	20597
SAMN44583863	GCA_050977505.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	279	3821590	68.0	20794
SAMN44583862	GCA_050977525.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	284	3821953	68.0	20869
SAMN44583861	GCA_050977545.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	286	3819056	68.0	20597
SAMN44583860	GCA_050977565.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	285	3818650	68.0	20597
SAMN44583857	GCA_050977585.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	283	3817520	68.0	20597
SAMN44583859	GCA_050977605.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	284	3820629	68.0	20597
SAMN44583856	GCA_050977625.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	287	3821912	68.0	20750
SAMN44583858	GCA_050977645.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	286	3822058	68.0	20869
SAMN44583854	GCA_050977665.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	285	3821350	68.0	20869
SAMN44583855	GCA_050977685.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	282	3820941	68.0	20750
SAMN44583853	GCA_050977705.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	279	3821086	68.0	20869
SAMN44583852	GCA_050977725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	284	3822319	68.0	20794
SAMN44583851	GCA_050977745.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	280	3821366	68.0	20794
SAMN44583850	GCA_050977765.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	286	3821013	68.0	20597
SAMN44583849	GCA_050977785.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	288	3822830	68.0	20597
SAMN44583848	GCA_050977805.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	284	3821444	68.0	20597
SAMN44583847	GCA_050977825.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	282	3821735	68.0	21088
SAMN44583846	GCA_050977845.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	279	3821518	68.0	20869
SAMN44583845	GCA_050977865.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	285	3820222	68.0	20794
SAMN44583844	GCA_050977885.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	280	3820599	68.0	20794
SAMN44583843	GCA_050977905.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	281	3820589	68.0	20794
SAMN44583842	GCA_050977925.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	285	3820285	68.0	20355
SAMN44583841	GCA_050977945.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	284	3820428	68.0	20869
SAMN44583840	GCA_050977965.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	284	3821062	68.0	20597
SAMN44583839	GCA_050977985.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	282	3820281	68.0	20794
SAMN44583838	GCA_050978005.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	280	3821022	68.0	20869
SAMN44583837	GCA_050978025.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3820522	68.0	21088
SAMN44583836	GCA_050978045.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	283	3821118	68.0	20794
SAMN44583834	GCA_050978065.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3819568	68.0	21088
SAMN44583835	GCA_050978085.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	280	3821196	68.0	20869
SAMN44583833	GCA_050978105.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	281	3820230	68.0	20869
SAMN44583832	GCA_050978125.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	284	3820929	68.0	20869
SAMN44583831	GCA_050978155.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3820196	68.0	21088
SAMN44583830	GCA_050978175.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3820806	68.0	21088
SAMN44583829	GCA_050978205.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	275	3821866	68.0	22297
SAMN44583828	GCA_050978225.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	282	3820719	68.0	20869
SAMN44583827	GCA_050978245.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	280	3821001	68.0	22297
SAMN44583826	GCA_050978265.1	China	2023.0	SOURCE_DATABASE_GENBANK	Contig	277	3820335	68.0	20794
SAMN44583825	GCA_050978285.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	279	3820896	68.0	20950
SAMN44583824	GCA_050978305.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	283	3820043	68.0	20794
SAMN44583823	GCA_050978325.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	286	3820631	68.0	20794
SAMN44583822	GCA_050978345.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	284	3821114	68.0	20793
SAMN44583821	GCA_050978365.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	296	3825715	68.0	20597
SAMN44583819	GCA_050978385.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	310	3826431	68.0	20268
SAMN44583820	GCA_050978405.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	289	3823204	68.0	20354
SAMN44583818	GCA_050978425.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	298	3824185	68.0	20597
SAMN44583816	GCA_050978445.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	303	3826562	68.0	19426
SAMN44583817	GCA_050978465.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	296	3825702	68.0	20354
SAMN44583815	GCA_050978485.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	379	3834446	68.0	16787
SAMN44583814	GCA_050978505.1	China	2023.0	SOURCE_DATABASE_GENBANK	Scaffold	357	3830949	68.0	17828
SAMN44590314	GCA_050978525.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3820269	68.0	22297
SAMN44590313	GCA_050978545.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3822316	68.0	22297
SAMN44590312	GCA_050978565.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	273	3821923	68.0	22444
SAMN44590311	GCA_050978585.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821750	68.0	22297
SAMN44590310	GCA_050978605.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3821072	68.0	22297
SAMN44590308	GCA_050978625.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821466	68.0	22297
SAMN44590309	GCA_050978635.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	273	3821271	68.0	22296
SAMN44590307	GCA_050978665.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3820386	68.0	22297
SAMN44590305	GCA_050978685.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3820372	68.0	22297
SAMN44590306	GCA_050978705.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3820543	68.0	22297
SAMN44590304	GCA_050978725.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3821159	68.0	22296
SAMN44590303	GCA_050978745.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	273	3820522	68.0	22297
SAMN44590302	GCA_050978765.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	279	3827504	68.0	21712
SAMN44590301	GCA_050978785.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	278	3822690	68.0	22297
SAMN44590299	GCA_050978805.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821218	68.0	22297
SAMN44590300	GCA_050978825.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	272	3820943	68.0	22297
SAMN44590298	GCA_050978845.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3822119	68.0	22297
SAMN44590297	GCA_050978865.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3822535	68.0	22296
SAMN44590296	GCA_050978885.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	274	3821167	68.0	22296
SAMN44590295	GCA_050978905.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	276	3832580	68.0	21088
SAMN44590294	GCA_050978925.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	280	3832359	68.0	22297
SAMN44590293	GCA_050978945.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	283	3831409	68.0	22297
SAMN44590292	GCA_050978975.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	282	3831915	68.0	22297
SAMN44590290	GCA_050978995.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821508	68.0	22297
SAMN44590291	GCA_050979015.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	280	3827947	68.0	22297
SAMN44590289	GCA_050979045.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	279	3832913	68.0	20869
SAMN44590288	GCA_050979065.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	278	3837052	68.0	22296
SAMN44590287	GCA_050979085.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	274	3822043	68.0	22297
SAMN44590286	GCA_050979105.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821597	68.0	22296
SAMN44590285	GCA_050979125.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3820603	68.0	22297
SAMN44590284	GCA_050979145.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3821158	68.0	22297
SAMN44590282	GCA_050979165.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	271	3821297	68.0	22297
SAMN44590283	GCA_050979185.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3821586	68.0	22297
SAMN44590281	GCA_050979205.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3817670	68.0	22297
SAMN44590279	GCA_050979225.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	281	3823539	68.0	22297
SAMN44590280	GCA_050979245.1	China	2024.0	SOURCE_DATABASE_GENBANK	Contig	272	3821395	68.0	21105
SAMN44590278	GCA_050979265.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3820582	68.0	22297
SAMN44590277	GCA_050979285.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	276	3821368	68.0	22297
SAMN44590276	GCA_050979345.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	274	3821345	68.0	22297
SAMN44590275	GCA_050979385.1	China	2024.0	SOURCE_DATABASE_GENBANK	Scaffold	275	3821033	68.0	22297
