analysis_id	tree_tip_label	sample_id_canonical	assembly_accession	prn_state	prn_mechanism_call	prn_event_id	country_iso3	year	selection_roles	nearest_to_disrupted_tip_count	nearest_neighbor_min_rank	nearest_neighbor_min_distance	source_disrupted_tip_examples	is_public_longread_or_hybrid	read_accessions
full_manifest_proxy_k3_neighborhood	SAMN12385768	SAMN12385768	GCA_022409415.1	intact	intact	prn_evt_intact	NZL	1990	nearest_intact_neighbor	2	1	0.02031848	SAMN04383571;SAMN05948795	True	SRR11855943;SRR9849534
full_manifest_proxy_k3_neighborhood	SAMN12385770	SAMN12385770	GCA_022409475.1	intact	intact	prn_evt_intact	NZL	1993	nearest_intact_neighbor	2	1	0.02086888	SAMN06007762;SAMN12523742	True	SRR11855938;SRR9849531
full_manifest_proxy_k3_neighborhood	SAMN12385772	SAMN12385772	GCA_022409395.1	intact	intact	prn_evt_intact	NZL	1997	nearest_intact_neighbor	4	1	0.02314823	SAMN03702662;SAMN05751695;SAMN12585517;SAMN12912184	True	SRR11855997;SRR9849529
full_manifest_proxy_k3_neighborhood	SAMN12385774	SAMN12385774	GCA_022409355.1	intact	intact	prn_evt_intact	NZL	2000	nearest_intact_neighbor	1	1	0.02235002	SAMN10298213	True	SRR11855995;SRR9849573
full_manifest_proxy_k3_neighborhood	SAMN12385777	SAMN12385777	GCA_022409295.1	intact	intact	prn_evt_intact	NZL	2002	nearest_intact_neighbor	5	1	0.01892618	SAMN12385784;SAMN12385804;SAMN12585521;SAMN12585522;SAMN12585527	True	SRR11855992;SRR9849570
full_manifest_proxy_k3_neighborhood	SAMN12385778	SAMN12385778	GCA_022409255.1	intact	intact	prn_evt_intact	NZL	2003	nearest_intact_neighbor	2	1	0.02046888	SAMN12385805;SAMN12392424	True	SRR11855991;SRR9849569
full_manifest_proxy_k3_neighborhood	SAMN12385779	SAMN12385779	GCA_022409275.1	intact	intact	prn_evt_intact	NZL	2007	nearest_intact_neighbor	1	3	0.02274474	SAMN11539725	True	SRR11855990;SRR9849568
full_manifest_proxy_k3_neighborhood	SAMN12385781	SAMN12385781	GCA_022409215.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2013	disrupted_target					True	SRR11855988;SRR9849556
full_manifest_proxy_k3_neighborhood	SAMN12385782	SAMN12385782	GCA_022408035.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2013	disrupted_target					True	SRR11855986;SRR9849553
full_manifest_proxy_k3_neighborhood	SAMN12385783	SAMN12385783	GCA_022407895.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2014	disrupted_target					True	SRR11855985;SRR9849554
full_manifest_proxy_k3_neighborhood	SAMN12385784	SAMN12385784	GCA_022407775.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2014	disrupted_target					True	SRR11855984;SRR9849551
full_manifest_proxy_k3_neighborhood	SAMN12385785	SAMN12385785	GCA_022407655.1	intact	intact	prn_evt_intact	NZL	2015	nearest_intact_neighbor	3	1	0.02148168	SAMN07352193;SAMN11539735;SAMN12912230	True	SRR11855983;SRR9849552
full_manifest_proxy_k3_neighborhood	SAMN12385786	SAMN12385786	GCA_022407535.1	disrupted	coding_disrupted_other	prn_evt_other_disruption__insertion_like__gap1040	NZL	2015	disrupted_target					True	SRR11855982;SRR9849549
full_manifest_proxy_k3_neighborhood	SAMN12385789	SAMN12385789	GCA_022407495.1	intact	intact	prn_evt_intact	NZL	2004	nearest_intact_neighbor	1	1	0.02125110	SAMN12585525	True	SRR11855980;SRR9849558
full_manifest_proxy_k3_neighborhood	SAMN12385791	SAMN12385791	GCA_022407455.1	intact	intact	prn_evt_intact	NZL	2005	nearest_intact_neighbor	2	1	0.02173822	SAMN02436242;SAMN08395638	True	SRR11855978;SRR9849566
full_manifest_proxy_k3_neighborhood	SAMN12385792	SAMN12385792	GCA_022407435.1	intact	intact	prn_evt_intact	NZL	2005	nearest_intact_neighbor	1	2	0.02161573	SAMN42391131	True	SRR11855977;SRR9849560
full_manifest_proxy_k3_neighborhood	SAMN12385793	SAMN12385793	GCA_022407415.1	intact	intact	prn_evt_intact	NZL	2005	nearest_intact_neighbor	2	3	0.02303465	SAMD01593374;SAMN11539691	True	SRR11855975;SRR9849559
full_manifest_proxy_k3_neighborhood	SAMN12385794	SAMN12385794	GCA_022407395.1	intact	intact	prn_evt_intact	NZL	2005	nearest_intact_neighbor	2	2	0.02123750	SAMN07352219;SAMN11822397	True	SRR11855974;SRR9849563
full_manifest_proxy_k3_neighborhood	SAMN12385795	SAMN12385795	GCA_022407375.1	intact	intact	prn_evt_intact	NZL	2006	nearest_intact_neighbor	1	1	0.01952820	SAMN10161222	True	SRR11855973;SRR9849562
full_manifest_proxy_k3_neighborhood	SAMN12385796	SAMN12385796	GCA_022407355.1	intact	intact	prn_evt_intact	NZL	2006	nearest_intact_neighbor	1	1	0.02219478	SAMN10161224	True	SRR11855972;SRR9849565
full_manifest_proxy_k3_neighborhood	SAMN12385798	SAMN12385798	GCA_022407315.1	intact	intact	prn_evt_intact	NZL	2008	nearest_intact_neighbor	5	2	0.02221058	SAMN03702622;SAMN08395641;SAMN08524451;SAMN10176212;SAMN14488320	True	SRR11855970;SRR9849532
full_manifest_proxy_k3_neighborhood	SAMN12385800	SAMN12385800	GCA_022407275.1	intact	intact	prn_evt_intact	NZL	2009	nearest_intact_neighbor	1	1	0.02089094	SAMN12108490	True	SRR11855968;SRR9849545
full_manifest_proxy_k3_neighborhood	SAMN12385801	SAMN12385801	GCA_022407195.1	intact	intact	prn_evt_intact	NZL	2009	nearest_intact_neighbor	2	2	0.02250056	SAMN05716050;SAMN10176971	True	SRR11855967;SRR9849546
full_manifest_proxy_k3_neighborhood	SAMN12385802	SAMN12385802	GCA_022407255.1	intact	intact	prn_evt_intact	NZL	2010	nearest_intact_neighbor	1	1	0.02194620	SAMN05751696	True	SRR11855966;SRR9849547
full_manifest_proxy_k3_neighborhood	SAMN12385803	SAMN12385803	GCA_022407235.1	intact	intact	prn_evt_intact	NZL	2010	nearest_intact_neighbor	1	1	0.01962300	SAMN06007540	True	SRR11855964;SRR9849548
full_manifest_proxy_k3_neighborhood	SAMN12385804	SAMN12385804	GCA_022407135.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2012	disrupted_target					True	SRR11855961;SRR9849543
full_manifest_proxy_k3_neighborhood	SAMN12385805	SAMN12385805	GCA_022406955.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2017	disrupted_target					True	SRR11855950;SRR9849544
full_manifest_proxy_k3_neighborhood	SAMN12392419	SAMN12392419	GCA_050562425.1	disrupted	coding_disrupted_other	prn_evt_other_disruption__insertion_like__gap1041	USA	2018	disrupted_target					True	SRR9860850
full_manifest_proxy_k3_neighborhood	SAMN12392424	SAMN12392424	GCA_050562685.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2018	disrupted_target					True	SRR9860855
full_manifest_proxy_k3_neighborhood	SAMN12392435	SAMN12392435	GCA_050562715.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2018	disrupted_target					True	SRR9860862
full_manifest_proxy_k3_neighborhood	SAMN12523711	SAMN12523711	GCA_050562445.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2017	disrupted_target					True	SRR9988744
full_manifest_proxy_k3_neighborhood	SAMN12523712	SAMN12523712	GCA_050562435.1	intact	intact	prn_evt_intact	USA	2017	nearest_intact_neighbor	2	1	0.02072716	SAMN05716055;SAMN10176214	True	SRR9988730
full_manifest_proxy_k3_neighborhood	SAMN12523713	SAMN12523713	GCA_050562645.1	intact	intact	prn_evt_intact	USA	2017	nearest_intact_neighbor	1	1	0.02167760	SAMN12585516	True	SRR9988794
full_manifest_proxy_k3_neighborhood	SAMN12523715	SAMN12523715	GCA_050562415.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR9988792
full_manifest_proxy_k3_neighborhood	SAMN12523719	SAMN12523719	GCA_050562395.1	intact	intact	prn_evt_intact	USA	2018	nearest_intact_neighbor	10	2	0.02073789	SAMN04383571;SAMN05716055;SAMN05948795;SAMN10176214;SAMN10182688;SAMN12108533;SAMN12912179;SAMN14488293;SAMN14488305;SAMN14488306	True	SRR9988825
full_manifest_proxy_k3_neighborhood	SAMN12523726	SAMN12523726	GCA_050562555.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2018	disrupted_target					True	SRR9988822
full_manifest_proxy_k3_neighborhood	SAMN12523731	SAMN12523731	GCA_050562485.1	intact	intact	prn_evt_intact	USA	2018	nearest_intact_neighbor	2	1	0.02028516	SAMN06007543;SAMN12912197	True	
full_manifest_proxy_k3_neighborhood	SAMN12523732	SAMN12523732	GCA_027271075.1	intact	intact	prn_evt_intact	USA	2018	nearest_intact_neighbor	12	1	0.02073789	SAMN04383571;SAMN05716055;SAMN05948795;SAMN06007545;SAMN10176214;SAMN10182688;SAMN12108533;SAMN12912179;SAMN14488293;SAMN14488295	True	SRR9988785
full_manifest_proxy_k3_neighborhood	SAMN12523734	SAMN12523734	GCA_050562335.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2018	disrupted_target					True	SRR9988787
full_manifest_proxy_k3_neighborhood	SAMN12523735	SAMN12523735	GCA_050562405.1	disrupted	coding_disrupted_other	prn_evt_other_disruption__insertion_like__gap1042	USA	2018	disrupted_target					True	SRR9988790
full_manifest_proxy_k3_neighborhood	SAMN12523736	SAMN12523736	GCA_050562375.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2018	disrupted_target					True	SRR9988789
full_manifest_proxy_k3_neighborhood	SAMN12523742	SAMN12523742	GCA_050562565.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2018	disrupted_target					True	SRR9988808
full_manifest_proxy_k3_neighborhood	SAMN12523747	SAMN12523747	GCA_050562615.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1042	USA	2018	disrupted_target					True	SRR9988764
full_manifest_proxy_k3_neighborhood	SAMN12523750	SAMN12523750	GCA_050562365.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2018	disrupted_target					True	SRR9988765
full_manifest_proxy_k3_neighborhood	SAMN12523752	SAMN12523752	GCA_050562635.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1042	USA	2018	disrupted_target					True	SRR9988767
full_manifest_proxy_k3_neighborhood	SAMN12523753	SAMN12523753	GCA_027271055.1	intact	intact	prn_evt_intact	USA	2018	nearest_intact_neighbor	2	1	0.02053584	SAMN12385782;SAMN12585531	True	SRR9988770
full_manifest_proxy_k3_neighborhood	SAMN12523754	SAMN12523754	GCA_027271035.1	intact	intact	prn_evt_intact	USA	2018	nearest_intact_neighbor	1	3	0.02384917	SAMN02436205	True	SRR9988769
full_manifest_proxy_k3_neighborhood	SAMN12523761	SAMN12523761	GCA_050359825.2	disrupted	coding_disrupted_other	prn_evt_other_disruption__insertion_like__gap1041	USA	2018	disrupted_target					True	SRR9988759
full_manifest_proxy_k3_neighborhood	SAMN12523762	SAMN12523762	GCA_050562475.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2018	disrupted_target					True	SRR9988760
full_manifest_proxy_k3_neighborhood	SAMN12523763	SAMN12523763	GCA_050562515.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2018	disrupted_target					True	SRR9988758
full_manifest_proxy_k3_neighborhood	SAMN12585513	SAMN12585513	GCA_022407215.1	intact	intact	prn_evt_intact	NZL	2011	nearest_intact_neighbor	1	1	0.02285518	SAMN02436202	True	SRR11855963;SRR9974535
full_manifest_proxy_k3_neighborhood	SAMN12585514	SAMN12585514	GCA_022407175.1	intact	intact	prn_evt_intact	NZL	2011	nearest_intact_neighbor	2	1	0.01791198	SAMN10176215;SAMN18620764	True	SRR11855962;SRR9974536
full_manifest_proxy_k3_neighborhood	SAMN12585515	SAMN12585515	GCA_022407155.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	NZL	2012	disrupted_target					True	SRR11855960;SRR9974533
full_manifest_proxy_k3_neighborhood	SAMN12585516	SAMN12585516	GCA_022407115.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2012	disrupted_target					True	SRR11855959;SRR9974534
full_manifest_proxy_k3_neighborhood	SAMN12585517	SAMN12585517	GCA_022407095.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1041	NZL	2012	disrupted_target					True	SRR11855958;SRR9974531
full_manifest_proxy_k3_neighborhood	SAMN12585518	SAMN12585518	GCA_022407055.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1041	NZL	2012	disrupted_target					True	SRR11855957;SRR9974532
full_manifest_proxy_k3_neighborhood	SAMN12585519	SAMN12585519	GCA_022407075.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2012	disrupted_target					True	SRR11855956;SRR9974529
full_manifest_proxy_k3_neighborhood	SAMN12585520	SAMN12585520	GCA_022407035.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1041	NZL	2012	disrupted_target					True	SRR11855955;SRR9974530
full_manifest_proxy_k3_neighborhood	SAMN12585521	SAMN12585521	GCA_022407015.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2012	disrupted_target					True	SRR11855953;SRR9974527
full_manifest_proxy_k3_neighborhood	SAMN12585522	SAMN12585522	GCA_022406995.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2012	disrupted_target					True	SRR11855952;SRR9974528
full_manifest_proxy_k3_neighborhood	SAMN12585523	SAMN12585523	GCA_022406975.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2012	disrupted_target					True	SRR11855951;SRR9974523
full_manifest_proxy_k3_neighborhood	SAMN12585524	SAMN12585524	GCA_022406935.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2017	disrupted_target					True	SRR11855949;SRR9974524
full_manifest_proxy_k3_neighborhood	SAMN12585525	SAMN12585525	GCA_022406915.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2017	disrupted_target					True	SRR11855948;SRR9974521
full_manifest_proxy_k3_neighborhood	SAMN12585526	SAMN12585526	GCA_022404855.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2017	disrupted_target					True	SRR11855947;SRR9974522
full_manifest_proxy_k3_neighborhood	SAMN12585527	SAMN12585527	GCA_022404835.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2017	disrupted_target					True	SRR11855946;SRR9974519
full_manifest_proxy_k3_neighborhood	SAMN12585528	SAMN12585528	GCA_022404815.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2017	disrupted_target					True	SRR11855945;SRR9974520
full_manifest_proxy_k3_neighborhood	SAMN12585529	SAMN12585529	GCA_022409195.1	intact	intact	prn_evt_intact	NZL	2017	nearest_intact_neighbor	1	1	0.02152928	SAMN11539676	True	SRR11855944;SRR9974517
full_manifest_proxy_k3_neighborhood	SAMN12585530	SAMN12585530	GCA_022409175.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NZL	2018	disrupted_target					True	SRR11855942;SRR9974518
full_manifest_proxy_k3_neighborhood	SAMN12585531	SAMN12585531	GCA_022409155.1	disrupted	coding_disrupted_other	prn_evt_other_disruption__insertion_like__gap1040	NZL	2018	disrupted_target					True	SRR11855941;SRR9974525
full_manifest_proxy_k3_neighborhood	SAMN12589492	SAMN12589492	GCA_050562465.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR10002461
full_manifest_proxy_k3_neighborhood	SAMN12912179	SAMN12912179	GCA_050562595.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1042	USA	2019	disrupted_target					True	SRR10247378
full_manifest_proxy_k3_neighborhood	SAMN12912184	SAMN12912184	GCA_050562585.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10247384
full_manifest_proxy_k3_neighborhood	SAMN12912188	SAMN12912188	GCA_050562575.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2019	disrupted_target					True	SRR10247380
full_manifest_proxy_k3_neighborhood	SAMN12912197	SAMN12912197	GCA_050562505.1	disrupted	coding_disrupted_other	prn_evt_other_disruption__insertion_like__gap1042	USA	2019	disrupted_target					True	SRR10247396;SRR10806591
full_manifest_proxy_k3_neighborhood	SAMN12912203	SAMN12912203	GCA_050562495.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10247390
full_manifest_proxy_k3_neighborhood	SAMN12912208	SAMN12912208	GCA_050562455.1	intact	intact	prn_evt_intact	USA	2019	nearest_intact_neighbor	4	2	0.02314823	SAMN03702662;SAMN05751695;SAMN12585517;SAMN12912184	True	SRR10247387;SRR10806547
full_manifest_proxy_k3_neighborhood	SAMN12912225	SAMN12912225	GCA_050562355.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10810102
full_manifest_proxy_k3_neighborhood	SAMN12912230	SAMN12912230	GCA_050562305.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10810096
full_manifest_proxy_k3_neighborhood	SAMN13699847	SAMN13699847	GCA_050562325.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10806525
full_manifest_proxy_k3_neighborhood	SAMN13699850	SAMN13699850	GCA_050562285.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2019	disrupted_target					True	SRR10806590
full_manifest_proxy_k3_neighborhood	SAMN13699860	SAMN13699860	GCA_050562295.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10806579
full_manifest_proxy_k3_neighborhood	SAMN13699865	SAMN13699865	GCA_050562545.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10806574
full_manifest_proxy_k3_neighborhood	SAMN13699870	SAMN13699870	GCA_050562535.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1042	USA	2019	disrupted_target					True	SRR10806568
full_manifest_proxy_k3_neighborhood	SAMN13699875	SAMN13699875	GCA_050562525.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10806563
full_manifest_proxy_k3_neighborhood	SAMN13699876	SAMN13699876	GCA_042465635.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10806562
full_manifest_proxy_k3_neighborhood	SAMN13699877	SAMN13699877	GCA_042465625.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10806561
full_manifest_proxy_k3_neighborhood	SAMN13699878	SAMN13699878	GCA_042465615.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10806560
full_manifest_proxy_k3_neighborhood	SAMN13699879	SAMN13699879	GCA_042465605.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10806559
full_manifest_proxy_k3_neighborhood	SAMN13699880	SAMN13699880	GCA_050562655.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR10806557
full_manifest_proxy_k3_neighborhood	SAMN13699968	SAMN13699968	GCA_042465595.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR10806622
full_manifest_proxy_k3_neighborhood	SAMN14488255	SAMN14488255	GCA_042465585.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455769
full_manifest_proxy_k3_neighborhood	SAMN14488256	SAMN14488256	GCA_042465575.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455768
full_manifest_proxy_k3_neighborhood	SAMN14488257	SAMN14488257	GCA_042465565.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455767
full_manifest_proxy_k3_neighborhood	SAMN14488278	SAMN14488278	GCA_042465555.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455822
full_manifest_proxy_k3_neighborhood	SAMN14488292	SAMN14488292	GCA_030253725.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2019	disrupted_target					True	SRR11455806
full_manifest_proxy_k3_neighborhood	SAMN14488293	SAMN14488293	GCA_030253705.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2019	disrupted_target					True	SRR11455805
full_manifest_proxy_k3_neighborhood	SAMN14488294	SAMN14488294	GCA_030253685.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2019	disrupted_target					True	SRR11455804
full_manifest_proxy_k3_neighborhood	SAMN14488295	SAMN14488295	GCA_030253665.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2019	disrupted_target					True	SRR11455803
full_manifest_proxy_k3_neighborhood	SAMN14488296	SAMN14488296	GCA_030253645.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455802
full_manifest_proxy_k3_neighborhood	SAMN14488297	SAMN14488297	GCA_030253435.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455801
full_manifest_proxy_k3_neighborhood	SAMN14488301	SAMN14488301	GCA_030253355.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455797
full_manifest_proxy_k3_neighborhood	SAMN14488302	SAMN14488302	GCA_030253335.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455795
full_manifest_proxy_k3_neighborhood	SAMN14488303	SAMN14488303	GCA_030253315.1	intact	intact	prn_evt_intact	USA	2019	nearest_intact_neighbor	1	1	0.01920110	SAMN18620816	True	SRR11455794
full_manifest_proxy_k3_neighborhood	SAMN14488304	SAMN14488304	GCA_030253295.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455793
full_manifest_proxy_k3_neighborhood	SAMN14488305	SAMN14488305	GCA_030253275.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2019	disrupted_target					True	SRR11455792
full_manifest_proxy_k3_neighborhood	SAMN14488306	SAMN14488306	GCA_030253255.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2019	disrupted_target					True	SRR11455791
full_manifest_proxy_k3_neighborhood	SAMN14488307	SAMN14488307	GCA_030253235.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455790
full_manifest_proxy_k3_neighborhood	SAMN14488308	SAMN14488308	GCA_030253215.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455789
full_manifest_proxy_k3_neighborhood	SAMN14488309	SAMN14488309	GCA_030253195.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455788
full_manifest_proxy_k3_neighborhood	SAMN14488310	SAMN14488310	GCA_030253175.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455787
full_manifest_proxy_k3_neighborhood	SAMN14488311	SAMN14488311	GCA_030253155.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455786
full_manifest_proxy_k3_neighborhood	SAMN14488313	SAMN14488313	GCA_030253115.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455763
full_manifest_proxy_k3_neighborhood	SAMN14488315	SAMN14488315	GCA_042465545.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2019	disrupted_target					True	SRR11455760
full_manifest_proxy_k3_neighborhood	SAMN14488318	SAMN14488318	GCA_042465515.1	intact	intact	prn_evt_intact	USA	2019	nearest_intact_neighbor	2	1	0.02018690	SAMN11822392;SAMN12305724	True	SRR11455757
full_manifest_proxy_k3_neighborhood	SAMN14488319	SAMN14488319	GCA_042465505.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2017	disrupted_target					True	SRR11455756
full_manifest_proxy_k3_neighborhood	SAMN14488320	SAMN14488320	GCA_042465495.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2018	disrupted_target					True	SRR11455755
full_manifest_proxy_k3_neighborhood	SAMN14488322	SAMN14488322	GCA_042465485.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR11455752
full_manifest_proxy_k3_neighborhood	SAMN14488323	SAMN14488323	GCA_042465475.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2017	disrupted_target					True	SRR11455751
full_manifest_proxy_k3_neighborhood	SAMN14488324	SAMN14488324	GCA_042465465.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2018	disrupted_target					True	SRR11455750
full_manifest_proxy_k3_neighborhood	SAMN14488325	SAMN14488325	GCA_042465455.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2020	disrupted_target					True	SRR11455749
full_manifest_proxy_k3_neighborhood	SAMN16357509	SAMN16357509	GCA_016904215.1	intact	intact	prn_evt_intact	USA		nearest_intact_neighbor	4	2	0.02256917	SAMN08524462;SAMN10176974;SAMN10176975;SAMN11539681	True	SRR13674460;SRR13674461
