sample_id_canonical	assembly_accession	country	year	year_band	source_database	assembly_level	n_contigs	contig_n50	total_sequence_length	prn_mechanism_call	prn_state	read_linkage	include_in_snippy_ctg	in_core_full_alignment	excluded_pre_gubbins_missingness	missing_fraction_pre_gubbins	in_primary_asr_tree	final_contract_status	final_contract_reason
SAMN08524478	GCA_004635725.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105318	4105318	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN08524479	GCA_004635705.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105341	4105341	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN08524480	GCA_004635685.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108309	4108309	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN08524481	GCA_004635665.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107367	4107367	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN08524482	GCA_004635645.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107132	4107132	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN08524483	GCA_004635625.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107386	4107386	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN08524484	GCA_004636445.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105107	4105107	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN08524485	GCA_004635605.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105128	4105128	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161202	GCA_008812995.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114650	4114650	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161203	GCA_008812875.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107450	4107450	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161204	GCA_008812735.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114616	4114616	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161205	GCA_008812475.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114643	4114643	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161206	GCA_008812335.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4115686	4115686	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161207	GCA_008812175.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107493	4107493	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161208	GCA_008812155.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103260	4103260	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161209	GCA_008812135.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104278	4104278	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161210	GCA_008812115.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109705	4109705	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161211	GCA_008812055.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105341	4105341	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161212	GCA_008811855.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107705	4107705	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161213	GCA_008811695.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106387	4106387	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161214	GCA_008811475.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109699	4109699	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161215	GCA_008811315.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110563	4110563	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161218	GCA_008810835.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114767	4114767	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161219	GCA_008810695.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110569	4110569	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161220	GCA_008810475.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113726	4113726	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161221	GCA_008810315.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113725	4113725	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161222	GCA_008810175.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103204	4103204	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161223	GCA_008809955.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108569	4108569	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161224	GCA_008809715.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109601	4109601	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161225	GCA_008809555.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106490	4106490	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161226	GCA_008809355.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107428	4107428	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161227	GCA_008809155.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103226	4103226	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10161228	GCA_008808995.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106671	4106671	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176221	GCA_008816515.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110582	4110582	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176222	GCA_008816375.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103510	4103510	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176223	GCA_008816255.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107429	4107429	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176224	GCA_008816075.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106383	4106383	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176229	GCA_008815835.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107727	4107727	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176230	GCA_008815815.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106670	4106670	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176231	GCA_008815735.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107724	4107724	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176961	GCA_008821625.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105112	4105112	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176962	GCA_008821605.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105103	4105103	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176963	GCA_008821585.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105082	4105082	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10298220	GCA_008822885.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106387	4106387	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10298221	GCA_008822865.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102159	4102159	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10298222	GCA_008822845.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107362	4107362	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN11822251	GCA_050595945.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114787	4114787	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN11822256	GCA_050595955.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114800	4114800	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN11822261	GCA_050562915.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114793	4114793	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN11822264	GCA_050562935.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4114793	4114793	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN11822270	GCA_050562905.1	USA	2016	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106382	4106382	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176964	GCA_008821565.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103246	4103246	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176965	GCA_008821545.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107409	4107409	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176966	GCA_008821525.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105314	4105314	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176967	GCA_008821505.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105289	4105289	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176968	GCA_008821485.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105313	4105313	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176969	GCA_008821465.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105330	4105330	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176970	GCA_008821445.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105303	4105303	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176971	GCA_008821425.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105310	4105310	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176972	GCA_008821405.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105352	4105352	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176973	GCA_008821245.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105270	4105270	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176974	GCA_008821225.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104307	4104307	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176975	GCA_008821205.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104300	4104300	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176976	GCA_008821005.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108475	4108475	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176977	GCA_008820865.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108481	4108481	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176978	GCA_008820765.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108481	4108481	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176979	GCA_008820745.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108469	4108469	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176980	GCA_008820725.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108476	4108476	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176981	GCA_008820625.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106379	4106379	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176982	GCA_008820485.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106389	4106389	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176983	GCA_008820285.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108442	4108442	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176984	GCA_008820145.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108419	4108419	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10176985	GCA_008820005.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108394	4108394	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182667	GCA_008822765.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106386	4106386	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182669	GCA_008822745.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107394	4107394	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182670	GCA_008822725.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107422	4107422	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182671	GCA_008822705.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107425	4107425	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182672	GCA_008822685.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107418	4107418	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182673	GCA_008822665.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106377	4106377	intact	intact	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182674	GCA_008822645.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104246	4104246	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182675	GCA_008822625.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104248	4104248	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182676	GCA_008822605.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104252	4104252	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182677	GCA_008822585.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106377	4106377	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182678	GCA_008822565.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4100123	4100123	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182679	GCA_008822545.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4100125	4100125	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182680	GCA_008822525.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4100121	4100121	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182681	GCA_008822505.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4100121	4100121	coding_disrupted_inversion_or_rearrangement	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182682	GCA_008822485.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104343	4104343	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182683	GCA_008822465.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104340	4104340	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182684	GCA_008822445.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107383	4107383	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182685	GCA_008822425.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106331	4106331	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182686	GCA_008822405.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107419	4107419	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182687	GCA_008822385.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108417	4108417	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182688	GCA_008822365.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108425	4108425	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182689	GCA_008822345.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108423	4108423	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182690	GCA_008822325.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108415	4108415	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182691	GCA_008822305.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108498	4108498	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182692	GCA_008822285.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108513	4108513	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182694	GCA_008822265.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108501	4108501	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182695	GCA_008822245.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111618	4111618	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN10182696	GCA_008822225.1	USA	2017	2014-2018	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111614	4111614	coding_disrupted_is481	disrupted	linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
