biosample_accession	current_accession	genome_fasta_path	resolved_genome_fasta_path	country	year	mlst_st	marker_status_bapC	marker_status_brkA	marker_status_fhaB	marker_status_phg	marker_status_sphB1	marker_status_tcfA	marker_status_vag8	marker_pident_bapC	marker_pident_brkA	marker_pident_fhaB	marker_pident_phg	marker_pident_sphB1	marker_pident_tcfA	marker_pident_vag8	marker_qcov_bapC	marker_qcov_brkA	marker_qcov_fhaB	marker_qcov_phg	marker_qcov_sphB1	marker_qcov_tcfA	marker_qcov_vag8	marker_len_bapC	marker_len_brkA	marker_len_fhaB	marker_len_phg	marker_len_sphB1	marker_len_tcfA	marker_len_vag8	marker_bapC	marker_brkA	marker_fhaB	marker_phg	marker_sphB1	marker_tcfA	marker_vag8	pseudo_control_loci_scanned
SAMN14488295	GCA_030253665.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253665.1/GCA_030253665.1_ASM3025366v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253665.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	99.91	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10763	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	1205e4d24b7040167d45620c90d5c90f	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488294	GCA_030253685.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253685.1/GCA_030253685.1_ASM3025368v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253685.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488293	GCA_030253705.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253705.1/GCA_030253705.1_ASM3025370v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253705.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488292	GCA_030253725.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253725.1/GCA_030253725.1_ASM3025372v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253725.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488290	GCA_030253745.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253745.1/GCA_030253745.1_ASM3025374v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253745.1.fasta	USA	2018	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488289	GCA_030253765.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253765.1/GCA_030253765.1_ASM3025376v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253765.1.fasta	USA	2018	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	100.00	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	5bcd00dab2963adb94064e9923921618	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	47002c2b08414e16d022934013aa7182	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488287	GCA_030253785.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253785.1/GCA_030253785.1_ASM3025378v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253785.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488285	GCA_030253805.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253805.1/GCA_030253805.1_ASM3025380v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253805.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488281	GCA_030253825.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253825.1/GCA_030253825.1_ASM3025382v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253825.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488279	GCA_030253845.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253845.1/GCA_030253845.1_ASM3025384v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253845.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	99.99	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10772	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	214cd959b341052962086ff6d9460835	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488273	GCA_030253865.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253865.1/GCA_030253865.1_ASM3025386v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253865.1.fasta	USA	2019	83	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488268	GCA_030253885.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253885.1/GCA_030253885.1_ASM3025388v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253885.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488263	GCA_030253905.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253905.1/GCA_030253905.1_ASM3025390v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253905.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488258	GCA_030253925.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253925.1/GCA_030253925.1_ASM3025392v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253925.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	211f5d0d3c7774e76983c3435c294e3b	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488250	GCA_030253945.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253945.1/GCA_030253945.1_ASM3025394v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253945.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488249	GCA_030253965.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253965.1/GCA_030253965.1_ASM3025396v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253965.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488248	GCA_030253985.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030253985.1/GCA_030253985.1_ASM3025398v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030253985.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488247	GCA_030254005.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254005.1/GCA_030254005.1_ASM3025400v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254005.1.fasta	USA	2019	-	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2986	3033	10773	1257	2796	1944	2748	78b68b6b29f66c30659d1bdc5016a9eb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488242	GCA_030254025.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254025.1/GCA_030254025.1_ASM3025402v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254025.1.fasta	USA	2019	-	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	c30d84eb01565c442cbea06994c3df30	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488241	GCA_030254045.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254045.1/GCA_030254045.1_ASM3025404v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254045.1.fasta	USA	2019	-	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488240	GCA_030254065.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254065.1/GCA_030254065.1_ASM3025406v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254065.1.fasta	USA	2019	-	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488239	GCA_030254085.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254085.1/GCA_030254085.1_ASM3025408v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254085.1.fasta	USA	2019	83	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	99.99	100.00	99.96	100.00	100.00	100.07	100.00	100.01	100.00	100.00	100.00	100.00	2989	3033	10774	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	9e5832b3affae57020119a95a1f88965	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488238	GCA_030254105.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254105.1/GCA_030254105.1_ASM3025410v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254105.1.fasta	USA	2019	-	ok	ok	ok	ok	ok	ok	ok	99.85	100.00	99.99	100.00	99.96	100.00	100.00	90.12	100.00	100.01	100.00	100.00	100.00	100.00	2692	3033	10774	1257	2796	1944	2748	95274549e441a2068f785eaafa4009de	7f911efceef14a75e84a005631d3f241	9e5832b3affae57020119a95a1f88965	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488237	GCA_030254125.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254125.1/GCA_030254125.1_ASM3025412v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254125.1.fasta	USA	2019	83	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	99.99	100.00	99.96	100.00	100.00	100.07	100.00	100.01	100.00	100.00	100.00	100.00	2989	3033	10774	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	9e5832b3affae57020119a95a1f88965	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488236	GCA_030254145.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254145.1/GCA_030254145.1_ASM3025414v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254145.1.fasta	USA	2019	83	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	99.99	100.00	99.96	100.00	100.00	100.07	100.00	100.01	100.00	100.00	100.00	100.00	2989	3033	10774	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	9e5832b3affae57020119a95a1f88965	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488235	GCA_030254165.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254165.1/GCA_030254165.1_ASM3025416v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254165.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488234	GCA_030254185.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254185.1/GCA_030254185.1_ASM3025418v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254185.1.fasta	USA	2019	83	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488233	GCA_030254205.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254205.1/GCA_030254205.1_ASM3025420v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254205.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488232	GCA_030254225.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254225.1/GCA_030254225.1_ASM3025422v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254225.1.fasta	USA	2019	83	ok	ok	ok	ok	ok	ok	ok	99.93	100.00	100.00	100.00	99.96	100.00	100.00	100.07	100.00	100.00	100.00	100.00	100.00	100.00	2989	3033	10773	1257	2796	1944	2748	6cc4a6555a7388750ea1fed8e16b96c1	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488227	GCA_030254245.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254245.1/GCA_030254245.1_ASM3025424v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254245.1.fasta	USA	2019	-	ok	ok	ok	ok	ok	ok	ok	98.88	100.00	100.00	100.00	99.96	100.00	100.00	98.39	100.00	100.00	100.00	100.00	100.00	100.00	2939	3033	10773	1257	2796	1944	2748	84f04a4c7cc06f071252fa80987ee752	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488222	GCA_030254265.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254265.1/GCA_030254265.1_ASM3025426v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254265.1.fasta	USA	2019	-	ok	ok	ok	ok	ok	ok	ok	99.97	100.00	100.00	100.00	99.96	100.00	100.00	100.03	100.00	100.00	100.00	100.00	100.00	100.00	2988	3033	10773	1257	2796	1944	2748	617315bee57c6e03fd2aed0caf469cdb	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
SAMN14488218	GCA_030254285.1	../bp_genomes_qc/ncbi_dataset/data/GCA_030254285.1/GCA_030254285.1_ASM3025428v1_genomic.fna	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_030254285.1.fasta	USA	2019	2	ok	ok	ok	ok	ok	ok	ok	100.00	100.00	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	2987	3033	10773	1257	2796	1944	2748	f82a4e3b3615dde67ca1ea91b590a21f	7f911efceef14a75e84a005631d3f241	da0478e047a411c37783a749fed0c19b	3bb3ca91169fe2ef4a978c896b99f0d9	41feedb0dd3721d9c08ba1065d96d987	b1b993ebb886152c48b7223b5baf76d3	80797efcc4cedb4edc35a4be5005ccda	brkA,tcfA,vag8,sphB1,phg,bapC,fhaB
